ID,Woningkenmerken,RegioS,Perioden,GemiddeldAardgasverbruik_1,GemiddeldeElektriciteitslevering_2,GemiddeldeNettoElektriciteitslevering_3,Stadsverwarming_4
389,Totaal woningen,Alblasserdam,2024,730.0,2550.0,2010.0,1.6
390,Totaal woningen,Albrandswaard,2010,1850.0,3650.0,,
391,Totaal woningen,Albrandswaard,2011,1400.0,3600.0,,
392,Totaal woningen,Albrandswaard,2012,1450.0,3450.0,,
393,Totaal woningen,Albrandswaard,2013,1550.0,3400.0,,
394,Totaal woningen,Albrandswaard,2014,1150.0,3300.0,,
395,Totaal woningen,Albrandswaard,2015,1250.0,3250.0,,
396,Totaal woningen,Albrandswaard,2016,1300.0,3180.0,,
397,Totaal woningen,Albrandswaard,2017,1280.0,3140.0,,
398,Totaal woningen,Albrandswaard,2018,1260.0,3110.0,,
399,Totaal woningen,Albrandswaard,2019,1180.0,3010.0,,
400,Totaal woningen,Albrandswaard,2020,1130.0,3090.0,,
401,Totaal woningen,Albrandswaard,2021,1280.0,3150.0,2860.0,
402,Totaal woningen,Albrandswaard,2022,940.0,2880.0,2390.0,
403,Totaal woningen,Albrandswaard,2023,840.0,2770.0,2010.0,
404,Totaal woningen,Albrandswaard,2024,830.0,2840.0,2000.0,
405,Totaal woningen,Alkmaar,2010,1650.0,3000.0,,
406,Totaal woningen,Alkmaar,2011,1300.0,2950.0,,
407,Totaal woningen,Alkmaar,2012,1350.0,2850.0,,
408,Totaal woningen,Alkmaar,2013,1450.0,2800.0,,
409,Totaal woningen,Alkmaar,2014,1100.0,2700.0,,
410,Totaal woningen,Alkmaar,2015,1180.0,2720.0,,
411,Totaal woningen,Alkmaar,2016,1230.0,2650.0,,
412,Totaal woningen,Alkmaar,2017,1170.0,2610.0,,
413,Totaal woningen,Alkmaar,2018,1200.0,2530.0,,
414,Totaal woningen,Alkmaar,2019,1090.0,2490.0,,3.5
415,Totaal woningen,Alkmaar,2020,1040.0,2510.0,,4.9
416,Totaal woningen,Alkmaar,2021,1190.0,2530.0,2260.0,5.1
417,Totaal woningen,Alkmaar,2022,860.0,2300.0,1940.0,6.1
418,Totaal woningen,Alkmaar,2023,780.0,2230.0,1780.0,8.2
419,Totaal woningen,Alkmaar,2024,750.0,2260.0,1740.0,9.2
420,Totaal woningen,Almelo,2010,2050.0,3350.0,,
421,Totaal woningen,Almelo,2011,1650.0,3300.0,,
422,Totaal woningen,Almelo,2012,1750.0,3250.0,,
423,Totaal woningen,Almelo,2013,1900.0,3200.0,,
424,Totaal woningen,Almelo,2014,1200.0,3100.0,,
425,Totaal woningen,Almelo,2015,1320.0,3000.0,,
426,Totaal woningen,Almelo,2016,1340.0,2930.0,,
427,Totaal woningen,Almelo,2017,1350.0,2870.0,,
428,Totaal woningen,Almelo,2018,1350.0,2770.0,,
429,Totaal woningen,Almelo,2019,1190.0,2660.0,,
430,Totaal woningen,Almelo,2020,1150.0,2700.0,,
431,Totaal woningen,Almelo,2021,1400.0,2760.0,2490.0,
432,Totaal woningen,Almelo,2022,1030.0,2580.0,2150.0,2.3
433,Totaal woningen,Almelo,2023,910.0,2550.0,1950.0,2.3
434,Totaal woningen,Almelo,2024,890.0,2630.0,1910.0,2.3
435,Totaal woningen,Almere,2010,650.0,3600.0,,58.0
436,Totaal woningen,Almere,2011,500.0,3600.0,,58.0
437,Totaal woningen,Almere,2012,500.0,3500.0,,58.5
438,Totaal woningen,Almere,2013,550.0,3450.0,,58.7
439,Totaal woningen,Almere,2014,400.0,3350.0,,58.0
440,Totaal woningen,Almere,2015,440.0,3270.0,,58.5
441,Totaal woningen,Almere,2016,460.0,3180.0,,58.1
442,Totaal woningen,Almere,2017,440.0,3090.0,,56.9
443,Totaal woningen,Almere,2018,450.0,2940.0,,
444,Totaal woningen,Almere,2019,420.0,2930.0,,58.2
445,Totaal woningen,Almere,2020,410.0,3020.0,,59.3
446,Totaal woningen,Almere,2021,460.0,3030.0,2720.0,58.4
447,Totaal woningen,Almere,2022,340.0,2770.0,2320.0,53.3
448,Totaal woningen,Almere,2023,310.0,2670.0,2110.0,53.6
449,Totaal woningen,Almere,2024,300.0,2700.0,2070.0,53.3
450,Totaal woningen,Alphen aan den Rijn,2010,1650.0,3300.0,,
451,Totaal woningen,Alphen aan den Rijn,2011,1300.0,3300.0,,
452,Totaal woningen,Alphen aan den Rijn,2012,1350.0,3250.0,,
453,Totaal woningen,Alphen aan den Rijn,2013,1450.0,3200.0,,
454,Totaal woningen,Alphen aan den Rijn,2014,1150.0,3100.0,,
455,Totaal woningen,Alphen aan den Rijn,2015,1240.0,3090.0,,
456,Totaal woningen,Alphen aan den Rijn,2016,1260.0,2990.0,,
457,Totaal woningen,Alphen aan den Rijn,2017,1240.0,2930.0,,
458,Totaal woningen,Alphen aan den Rijn,2018,1230.0,2840.0,,
459,Totaal woningen,Alphen aan den Rijn,2019,1160.0,2800.0,,
460,Totaal woningen,Alphen aan den Rijn,2020,1090.0,2830.0,,
461,Totaal woningen,Alphen aan den Rijn,2021,1220.0,2860.0,2500.0,
462,Totaal woningen,Alphen aan den Rijn,2022,900.0,2610.0,2110.0,
463,Totaal woningen,Alphen aan den Rijn,2023,810.0,2530.0,1890.0,
464,Totaal woningen,Alphen aan den Rijn,2024,780.0,2580.0,1870.0,
465,Totaal woningen,Alphen-Chaam,2010,2650.0,4200.0,,
466,Totaal woningen,Alphen-Chaam,2011,2050.0,4200.0,,
467,Totaal woningen,Alphen-Chaam,2012,2200.0,4150.0,,
468,Totaal woningen,Alphen-Chaam,2013,2350.0,4100.0,,
469,Totaal woningen,Alphen-Chaam,2014,1750.0,3900.0,,
470,Totaal woningen,Alphen-Chaam,2015,1790.0,3780.0,,
471,Totaal woningen,Alphen-Chaam,2016,1860.0,3730.0,,
472,Totaal woningen,Alphen-Chaam,2017,1800.0,3650.0,,
473,Totaal woningen,Alphen-Chaam,2018,1800.0,3700.0,,
474,Totaal woningen,Alphen-Chaam,2019,1670.0,3600.0,,
475,Totaal woningen,Alphen-Chaam,2020,1560.0,3610.0,,
476,Totaal woningen,Alphen-Chaam,2021,1730.0,3670.0,3170.0,
477,Totaal woningen,Alphen-Chaam,2022,1270.0,3410.0,2640.0,
478,Totaal woningen,Alphen-Chaam,2023,1100.0,3280.0,2230.0,
479,Totaal woningen,Alphen-Chaam,2024,1070.0,3380.0,2200.0,
480,Totaal woningen,Altena,2010,,,,
481,Totaal woningen,Altena,2011,,,,
482,Totaal woningen,Altena,2012,,,,
483,Totaal woningen,Altena,2013,,,,
484,Totaal woningen,Altena,2014,,,,
485,Totaal woningen,Altena,2015,,,,
486,Totaal woningen,Altena,2016,,,,
487,Totaal woningen,Altena,2017,,,,
488,Totaal woningen,Altena,2018,,,,
489,Totaal woningen,Altena,2019,1410.0,3240.0,,
490,Totaal woningen,Altena,2020,1340.0,3260.0,,
491,Totaal woningen,Altena,2021,1500.0,3320.0,2910.0,
492,Totaal woningen,Altena,2022,1080.0,3070.0,2460.0,
493,Totaal woningen,Altena,2023,940.0,2970.0,2090.0,
494,Totaal woningen,Altena,2024,910.0,3030.0,2040.0,
495,Totaal woningen,Ameland,2010,2450.0,3400.0,,
496,Totaal woningen,Ameland,2011,1950.0,3550.0,,
497,Totaal woningen,Ameland,2012,2150.0,3550.0,,
498,Totaal woningen,Ameland,2013,2250.0,3650.0,,
499,Totaal woningen,Ameland,2014,1650.0,3250.0,,
500,Totaal woningen,Ameland,2015,1750.0,3200.0,,
501,Totaal woningen,Ameland,2016,1840.0,3060.0,,
502,Totaal woningen,Ameland,2017,1720.0,2980.0,,
503,Totaal woningen,Ameland,2018,1770.0,2970.0,,
504,Totaal woningen,Ameland,2019,1610.0,2940.0,,
505,Totaal woningen,Ameland,2020,1570.0,3100.0,,
506,Totaal woningen,Ameland,2021,1760.0,3180.0,2830.0,
507,Totaal woningen,Ameland,2022,1320.0,2920.0,2360.0,
508,Totaal woningen,Ameland,2023,1120.0,2800.0,2020.0,
509,Totaal woningen,Ameland,2024,1080.0,2880.0,1960.0,
510,Totaal woningen,Amersfoort,2010,1650.0,3200.0,,
511,Totaal woningen,Amersfoort,2011,1300.0,3200.0,,
512,Totaal woningen,Amersfoort,2012,1350.0,3100.0,,5.6
513,Totaal woningen,Amersfoort,2013,1450.0,3050.0,,5.0
514,Totaal woningen,Amersfoort,2014,1050.0,2900.0,,
515,Totaal woningen,Amersfoort,2015,1140.0,2910.0,,5.0
516,Totaal woningen,Amersfoort,2016,1170.0,2850.0,,5.2
517,Totaal woningen,Amersfoort,2017,1130.0,2810.0,,5.1
518,Totaal woningen,Amersfoort,2018,1130.0,2740.0,,
519,Totaal woningen,Amersfoort,2019,1050.0,2640.0,,5.0
520,Totaal woningen,Amersfoort,2020,1010.0,2650.0,,5.2
521,Totaal woningen,Amersfoort,2021,1120.0,2710.0,2390.0,4.3
522,Totaal woningen,Amersfoort,2022,820.0,2470.0,2030.0,5.2
523,Totaal woningen,Amersfoort,2023,740.0,2400.0,1850.0,5.2
524,Totaal woningen,Amersfoort,2024,720.0,2440.0,1830.0,5.6
525,Totaal woningen,Amstelveen,2010,1800.0,3100.0,,
526,Totaal woningen,Amstelveen,2011,1400.0,3150.0,,
527,Totaal woningen,Amstelveen,2012,1500.0,3100.0,,
528,Totaal woningen,Amstelveen,2013,1550.0,3100.0,,
529,Totaal woningen,Amstelveen,2014,1150.0,3000.0,,
530,Totaal woningen,Amstelveen,2015,1150.0,2930.0,,6.8
531,Totaal woningen,Amstelveen,2016,1210.0,2890.0,,6.7
532,Totaal woningen,Amstelveen,2017,1180.0,2910.0,,7.1
533,Totaal woningen,Amstelveen,2018,1210.0,2780.0,,
534,Totaal woningen,Amstelveen,2019,1140.0,2720.0,,3.7
535,Totaal woningen,Amstelveen,2020,1070.0,2740.0,,5.8
536,Totaal woningen,Amstelveen,2021,1200.0,2790.0,2610.0,5.2
537,Totaal woningen,Amstelveen,2022,900.0,2560.0,2320.0,6.2
538,Totaal woningen,Amstelveen,2023,810.0,2480.0,2150.0,6.4
539,Totaal woningen,Amstelveen,2024,800.0,2490.0,2120.0,6.1
540,Totaal woningen,Amsterdam,2010,1300.0,2350.0,,5.0
541,Totaal woningen,Amsterdam,2011,1000.0,2350.0,,6.0
542,Totaal woningen,Amsterdam,2012,1050.0,2350.0,,7.4
543,Totaal woningen,Amsterdam,2013,1150.0,2300.0,,7.1
544,Totaal woningen,Amsterdam,2014,850.0,2250.0,,7.0
545,Totaal woningen,Amsterdam,2015,870.0,2230.0,,9.7
546,Totaal woningen,Amsterdam,2016,900.0,2210.0,,10.1
547,Totaal woningen,Amsterdam,2017,850.0,2160.0,,10.8
548,Totaal woningen,Amsterdam,2018,870.0,2090.0,,
549,Totaal woningen,Amsterdam,2019,800.0,2050.0,,14.0
550,Totaal woningen,Amsterdam,2020,770.0,2090.0,,14.7
551,Totaal woningen,Amsterdam,2021,880.0,2130.0,2090.0,14.7
552,Totaal woningen,Amsterdam,2022,660.0,1940.0,1870.0,16.6
553,Totaal woningen,Amsterdam,2023,600.0,1880.0,1800.0,17.3
554,Totaal woningen,Amsterdam,2024,580.0,1890.0,1790.0,17.9
555,Totaal woningen,Andijk,2010,2150.0,3750.0,,
556,Totaal woningen,Andijk,2011,,,,
557,Totaal woningen,Andijk,2012,,,,
558,Totaal woningen,Andijk,2013,,,,
559,Totaal woningen,Andijk,2014,,,,
560,Totaal woningen,Andijk,2015,,,,
561,Totaal woningen,Andijk,2016,,,,
562,Totaal woningen,Andijk,2017,,,,
563,Totaal woningen,Andijk,2018,,,,
564,Totaal woningen,Andijk,2019,,,,
565,Totaal woningen,Andijk,2020,,,,
566,Totaal woningen,Andijk,2021,,,,
567,Totaal woningen,Andijk,2022,,,,
568,Totaal woningen,Andijk,2023,,,,
569,Totaal woningen,Andijk,2024,,,,
570,Totaal woningen,Anna Paulowna,2010,2100.0,3800.0,,
571,Totaal woningen,Anna Paulowna,2011,1650.0,3800.0,,
572,Totaal woningen,Anna Paulowna,2012,,,,
573,Totaal woningen,Anna Paulowna,2013,,,,
574,Totaal woningen,Anna Paulowna,2014,,,,
575,Totaal woningen,Anna Paulowna,2015,,,,
576,Totaal woningen,Anna Paulowna,2016,,,,
577,Totaal woningen,Anna Paulowna,2017,,,,
578,Totaal woningen,Anna Paulowna,2018,,,,
579,Totaal woningen,Anna Paulowna,2019,,,,
580,Totaal woningen,Anna Paulowna,2020,,,,
581,Totaal woningen,Anna Paulowna,2021,,,,
582,Totaal woningen,Anna Paulowna,2022,,,,
583,Totaal woningen,Anna Paulowna,2023,,,,
584,Totaal woningen,Anna Paulowna,2024,,,,
585,Totaal woningen,Apeldoorn,2010,2000.0,3350.0,,
586,Totaal woningen,Apeldoorn,2011,1550.0,3350.0,,
587,Totaal woningen,Apeldoorn,2012,1650.0,3250.0,,
588,Totaal woningen,Apeldoorn,2013,1750.0,3200.0,,
589,Totaal woningen,Apeldoorn,2014,1250.0,3150.0,,
590,Totaal woningen,Apeldoorn,2015,1380.0,3100.0,,
591,Totaal woningen,Apeldoorn,2016,1440.0,2960.0,,
592,Totaal woningen,Apeldoorn,2017,1380.0,2890.0,,
593,Totaal woningen,Apeldoorn,2018,1390.0,2790.0,,
594,Totaal woningen,Apeldoorn,2019,1290.0,2790.0,,3.3
595,Totaal woningen,Apeldoorn,2020,1210.0,2830.0,,3.3
596,Totaal woningen,Apeldoorn,2021,1360.0,2870.0,2530.0,3.3
597,Totaal woningen,Apeldoorn,2022,1010.0,2650.0,2170.0,3.7
598,Totaal woningen,Apeldoorn,2023,890.0,2570.0,1950.0,3.9
599,Totaal woningen,Apeldoorn,2024,860.0,2620.0,1920.0,4.2
600,Totaal woningen,Appingedam,2010,2050.0,3000.0,,
601,Totaal woningen,Appingedam,2011,1600.0,2950.0,,
602,Totaal woningen,Appingedam,2012,1750.0,2950.0,,
603,Totaal woningen,Appingedam,2013,1800.0,2850.0,,
604,Totaal woningen,Appingedam,2014,1350.0,2700.0,,
605,Totaal woningen,Appingedam,2015,1450.0,2660.0,,
606,Totaal woningen,Appingedam,2016,1500.0,2550.0,,
607,Totaal woningen,Appingedam,2017,1400.0,2460.0,,
608,Totaal woningen,Appingedam,2018,1430.0,2440.0,,
609,Totaal woningen,Appingedam,2019,1330.0,2390.0,,
610,Totaal woningen,Appingedam,2020,1260.0,2480.0,,
611,Totaal woningen,Appingedam,2021,,,,
612,Totaal woningen,Appingedam,2022,,,,
613,Totaal woningen,Appingedam,2023,,,,
614,Totaal woningen,Appingedam,2024,,,,
615,Totaal woningen,Arnhem,2010,1600.0,2850.0,,
616,Totaal woningen,Arnhem,2011,1250.0,2850.0,,
617,Totaal woningen,Arnhem,2012,1300.0,2850.0,,5.9
618,Totaal woningen,Arnhem,2013,1400.0,2800.0,,5.7
619,Totaal woningen,Arnhem,2014,1050.0,2700.0,,6.0
620,Totaal woningen,Arnhem,2015,1110.0,2670.0,,7.3
621,Totaal woningen,Arnhem,2016,1150.0,2600.0,,7.3
622,Totaal woningen,Arnhem,2017,1110.0,2540.0,,7.4
623,Totaal woningen,Arnhem,2018,1110.0,2440.0,,
624,Totaal woningen,Arnhem,2019,1010.0,2420.0,,9.8
625,Totaal woningen,Arnhem,2020,960.0,2470.0,,9.7
626,Totaal woningen,Arnhem,2021,1080.0,2510.0,2310.0,10.2
627,Totaal woningen,Arnhem,2022,800.0,2310.0,2040.0,10.8
628,Totaal woningen,Arnhem,2023,720.0,2250.0,1890.0,11.7
629,Totaal woningen,Arnhem,2024,710.0,2280.0,1880.0,12.1
630,Totaal woningen,Assen,2010,1950.0,3150.0,,
631,Totaal woningen,Assen,2011,1550.0,3150.0,,
632,Totaal woningen,Assen,2012,1650.0,3100.0,,
633,Totaal woningen,Assen,2013,1700.0,3050.0,,
634,Totaal woningen,Assen,2014,1300.0,2900.0,,
635,Totaal woningen,Assen,2015,1380.0,2800.0,,
636,Totaal woningen,Assen,2016,1420.0,2730.0,,
637,Totaal woningen,Assen,2017,1350.0,2660.0,,
638,Totaal woningen,Assen,2018,1340.0,2570.0,,
639,Totaal woningen,Assen,2019,1230.0,2490.0,,
640,Totaal woningen,Assen,2020,1170.0,2490.0,,
641,Totaal woningen,Assen,2021,1290.0,2520.0,2070.0,
642,Totaal woningen,Assen,2022,960.0,2320.0,1750.0,
643,Totaal woningen,Assen,2023,850.0,2250.0,1540.0,
644,Totaal woningen,Assen,2024,830.0,2340.0,1540.0,
645,Totaal woningen,Asten,2010,2250.0,4050.0,,
646,Totaal woningen,Asten,2011,1800.0,4100.0,,
647,Totaal woningen,Asten,2012,1850.0,4050.0,,
648,Totaal woningen,Asten,2013,1950.0,3950.0,,
649,Totaal woningen,Asten,2014,1450.0,3800.0,,
650,Totaal woningen,Asten,2015,1570.0,3740.0,,
651,Totaal woningen,Asten,2016,1620.0,3660.0,,
652,Totaal woningen,Asten,2017,1580.0,3560.0,,
653,Totaal woningen,Asten,2018,1600.0,3550.0,,
654,Totaal woningen,Asten,2019,1490.0,3440.0,,
655,Totaal woningen,Asten,2020,1400.0,3400.0,,
656,Totaal woningen,Asten,2021,1540.0,3430.0,2880.0,
657,Totaal woningen,Asten,2022,1130.0,3140.0,2310.0,
658,Totaal woningen,Asten,2023,980.0,3050.0,1950.0,
659,Totaal woningen,Asten,2024,960.0,3130.0,1930.0,
660,Totaal woningen,Baarle-Nassau,2010,2600.0,4000.0,,
661,Totaal woningen,Baarle-Nassau,2011,1950.0,4000.0,,
662,Totaal woningen,Baarle-Nassau,2012,2050.0,3850.0,,
663,Totaal woningen,Baarle-Nassau,2013,2200.0,3850.0,,
664,Totaal woningen,Baarle-Nassau,2014,1600.0,3800.0,,
665,Totaal woningen,Baarle-Nassau,2015,1800.0,3590.0,,
666,Totaal woningen,Baarle-Nassau,2016,1750.0,3490.0,,
667,Totaal woningen,Baarle-Nassau,2017,1710.0,3530.0,,
668,Totaal woningen,Baarle-Nassau,2018,1760.0,3530.0,,
669,Totaal woningen,Baarle-Nassau,2019,1620.0,3430.0,,
670,Totaal woningen,Baarle-Nassau,2020,1530.0,3440.0,,
671,Totaal woningen,Baarle-Nassau,2021,1690.0,3500.0,3120.0,
672,Totaal woningen,Baarle-Nassau,2022,1240.0,3230.0,2620.0,
673,Totaal woningen,Baarle-Nassau,2023,1100.0,3130.0,2250.0,
674,Totaal woningen,Baarle-Nassau,2024,1060.0,3200.0,2200.0,
675,Totaal woningen,Baarn,2010,2400.0,3450.0,,
676,Totaal woningen,Baarn,2011,1800.0,3350.0,,
677,Totaal woningen,Baarn,2012,1900.0,3300.0,,
678,Totaal woningen,Baarn,2013,2050.0,3250.0,,
679,Totaal woningen,Baarn,2014,1450.0,3050.0,,
680,Totaal woningen,Baarn,2015,1630.0,3090.0,,
681,Totaal woningen,Baarn,2016,1660.0,3000.0,,
682,Totaal woningen,Baarn,2017,1640.0,2980.0,,
683,Totaal woningen,Baarn,2018,1570.0,2860.0,,
684,Totaal woningen,Baarn,2019,1450.0,2770.0,,
685,Totaal woningen,Baarn,2020,1370.0,2850.0,,
686,Totaal woningen,Baarn,2021,1560.0,2900.0,2670.0,
687,Totaal woningen,Baarn,2022,1150.0,2670.0,2340.0,
688,Totaal woningen,Baarn,2023,1020.0,2570.0,2110.0,
689,Totaal woningen,Baarn,2024,990.0,2610.0,2100.0,
690,Totaal woningen,Barendrecht,2010,1600.0,3650.0,,
691,Totaal woningen,Barendrecht,2011,1250.0,3650.0,,
692,Totaal woningen,Barendrecht,2012,1350.0,3600.0,,
693,Totaal woningen,Barendrecht,2013,1400.0,3600.0,,
694,Totaal woningen,Barendrecht,2014,1050.0,3450.0,,
695,Totaal woningen,Barendrecht,2015,1140.0,3420.0,,4.2
696,Totaal woningen,Barendrecht,2016,1210.0,3360.0,,4.2
697,Totaal woningen,Barendrecht,2017,1180.0,3310.0,,4.2
698,Totaal woningen,Barendrecht,2018,1130.0,3230.0,,
699,Totaal woningen,Barendrecht,2019,1060.0,3110.0,,3.9
700,Totaal woningen,Barendrecht,2020,1020.0,3120.0,,4.1
701,Totaal woningen,Barendrecht,2021,1170.0,3170.0,2840.0,4.1
702,Totaal woningen,Barendrecht,2022,850.0,2870.0,2380.0,4.1
703,Totaal woningen,Barendrecht,2023,770.0,2730.0,2030.0,4.0
704,Totaal woningen,Barendrecht,2024,760.0,2770.0,1990.0,4.0
705,Totaal woningen,Barneveld,2010,2300.0,3850.0,,
706,Totaal woningen,Barneveld,2011,1800.0,3850.0,,
707,Totaal woningen,Barneveld,2012,1950.0,3850.0,,
708,Totaal woningen,Barneveld,2013,2050.0,3750.0,,
709,Totaal woningen,Barneveld,2014,1500.0,3600.0,,
710,Totaal woningen,Barneveld,2015,1570.0,3510.0,,
711,Totaal woningen,Barneveld,2016,1660.0,3420.0,,
712,Totaal woningen,Barneveld,2017,1580.0,3330.0,,
713,Totaal woningen,Barneveld,2018,1540.0,3180.0,,
714,Totaal woningen,Barneveld,2019,1410.0,3160.0,,
715,Totaal woningen,Barneveld,2020,1290.0,3160.0,,
716,Totaal woningen,Barneveld,2021,1450.0,3240.0,2840.0,
717,Totaal woningen,Barneveld,2022,1080.0,3010.0,2380.0,
718,Totaal woningen,Barneveld,2023,950.0,2930.0,2070.0,
719,Totaal woningen,Barneveld,2024,920.0,3000.0,2020.0,
720,Totaal woningen,Bedum,2010,2300.0,3300.0,,
721,Totaal woningen,Bedum,2011,1850.0,3250.0,,
722,Totaal woningen,Bedum,2012,1950.0,3200.0,,
723,Totaal woningen,Bedum,2013,2050.0,3150.0,,
724,Totaal woningen,Bedum,2014,1550.0,3000.0,,
725,Totaal woningen,Bedum,2015,1600.0,2880.0,,
726,Totaal woningen,Bedum,2016,1670.0,2720.0,,
727,Totaal woningen,Bedum,2017,1540.0,2580.0,,
728,Totaal woningen,Bedum,2018,1580.0,2550.0,,
729,Totaal woningen,Bedum,2019,,,,
730,Totaal woningen,Bedum,2020,,,,
731,Totaal woningen,Bedum,2021,,,,
732,Totaal woningen,Bedum,2022,,,,
733,Totaal woningen,Bedum,2023,,,,
734,Totaal woningen,Bedum,2024,,,,
735,Totaal woningen,Beek (L.),2010,2400.0,3750.0,,
736,Totaal woningen,Beek (L.),2011,1750.0,3600.0,,
737,Totaal woningen,Beek (L.),2012,1900.0,3600.0,,
738,Totaal woningen,Beek (L.),2013,2000.0,3500.0,,
739,Totaal woningen,Beek (L.),2014,1450.0,3350.0,,
740,Totaal woningen,Beek (L.),2015,1570.0,3300.0,,
741,Totaal woningen,Beek (L.),2016,1700.0,3230.0,,
742,Totaal woningen,Beek (L.),2017,1600.0,3140.0,,
743,Totaal woningen,Beek (L.),2018,1600.0,3070.0,,
744,Totaal woningen,Beek (L.),2019,1480.0,2970.0,,
745,Totaal woningen,Beek (L.),2020,1370.0,2970.0,,
746,Totaal woningen,Beek (L.),2021,1560.0,3040.0,2440.0,
747,Totaal woningen,Beek (L.),2022,1150.0,2850.0,2060.0,
748,Totaal woningen,Beek (L.),2023,990.0,2800.0,1800.0,
749,Totaal woningen,Beek (L.),2024,960.0,2890.0,1800.0,
750,Totaal woningen,Beekdaelen,2010,,,,
751,Totaal woningen,Beekdaelen,2011,,,,
752,Totaal woningen,Beekdaelen,2012,,,,
753,Totaal woningen,Beekdaelen,2013,,,,
754,Totaal woningen,Beekdaelen,2014,,,,
755,Totaal woningen,Beekdaelen,2015,,,,
756,Totaal woningen,Beekdaelen,2016,,,,
757,Totaal woningen,Beekdaelen,2017,,,,
758,Totaal woningen,Beekdaelen,2018,,,,
759,Totaal woningen,Beekdaelen,2019,1590.0,3200.0,,
760,Totaal woningen,Beekdaelen,2020,1480.0,3200.0,,
761,Totaal woningen,Beekdaelen,2021,1680.0,3270.0,2610.0,
762,Totaal woningen,Beekdaelen,2022,1210.0,3080.0,2210.0,
763,Totaal woningen,Beekdaelen,2023,1040.0,3010.0,1920.0,
764,Totaal woningen,Beekdaelen,2024,1020.0,3090.0,1910.0,
765,Totaal woningen,Beemster,2010,2400.0,3800.0,,
766,Totaal woningen,Beemster,2011,1950.0,3800.0,,
767,Totaal woningen,Beemster,2012,2000.0,3700.0,,
768,Totaal woningen,Beemster,2013,2150.0,3600.0,,
769,Totaal woningen,Beemster,2014,1600.0,3450.0,,
770,Totaal woningen,Beemster,2015,1610.0,3240.0,,
771,Totaal woningen,Beemster,2016,1670.0,3190.0,,
772,Totaal woningen,Beemster,2017,1640.0,3270.0,,
773,Totaal woningen,Beemster,2018,1690.0,3270.0,,
774,Totaal woningen,Beemster,2019,1530.0,3280.0,,
775,Totaal woningen,Beemster,2020,1460.0,3360.0,,
776,Totaal woningen,Beemster,2021,1660.0,3450.0,2980.0,
777,Totaal woningen,Beemster,2022,,,,
778,Totaal woningen,Beemster,2023,,,,
779,Totaal woningen,Beemster,2024,,,,
780,Totaal woningen,Beesel,2010,2100.0,3850.0,,
781,Totaal woningen,Beesel,2011,1600.0,3750.0,,
782,Totaal woningen,Beesel,2012,1700.0,3700.0,,
783,Totaal woningen,Beesel,2013,1850.0,3650.0,,
784,Totaal woningen,Beesel,2014,1350.0,3500.0,,
785,Totaal woningen,Beesel,2015,1460.0,3430.0,,3.2
786,Totaal woningen,Beesel,2016,1550.0,3410.0,,3.2
787,Totaal woningen,Beesel,2017,1460.0,3390.0,,3.2
788,Totaal woningen,Beesel,2018,1460.0,3250.0,,
789,Totaal woningen,Beesel,2019,1370.0,3140.0,,
790,Totaal woningen,Beesel,2020,1290.0,3130.0,,
791,Totaal woningen,Beesel,2021,1440.0,3160.0,2530.0,
792,Totaal woningen,Beesel,2022,1040.0,2950.0,2140.0,2.2
793,Totaal woningen,Beesel,2023,900.0,2880.0,1810.0,2.1
794,Totaal woningen,Beesel,2024,880.0,2930.0,1790.0,2.1
795,Totaal woningen,Bellingwedde,2010,2700.0,3650.0,,
796,Totaal woningen,Bellingwedde,2011,2150.0,3650.0,,
797,Totaal woningen,Bellingwedde,2012,2300.0,3600.0,,
798,Totaal woningen,Bellingwedde,2013,2400.0,3550.0,,
799,Totaal woningen,Bellingwedde,2014,1800.0,3400.0,,
800,Totaal woningen,Bellingwedde,2015,1890.0,3280.0,,
801,Totaal woningen,Bellingwedde,2016,2020.0,3220.0,,
802,Totaal woningen,Bellingwedde,2017,1900.0,3170.0,,
803,Totaal woningen,Bellingwedde,2018,,,,
804,Totaal woningen,Bellingwedde,2019,,,,
805,Totaal woningen,Bellingwedde,2020,,,,
806,Totaal woningen,Bellingwedde,2021,,,,
807,Totaal woningen,Bellingwedde,2022,,,,
808,Totaal woningen,Bellingwedde,2023,,,,
809,Totaal woningen,Bellingwedde,2024,,,,
810,Totaal woningen,Berg en Dal,2010,,,,
811,Totaal woningen,Berg en Dal,2011,,,,
812,Totaal woningen,Berg en Dal,2012,,,,
813,Totaal woningen,Berg en Dal,2013,,,,
814,Totaal woningen,Berg en Dal,2014,,,,
815,Totaal woningen,Berg en Dal,2015,,,,
816,Totaal woningen,Berg en Dal,2016,1580.0,3170.0,,
817,Totaal woningen,Berg en Dal,2017,1520.0,3090.0,,
818,Totaal woningen,Berg en Dal,2018,1510.0,2990.0,,
819,Totaal woningen,Berg en Dal,2019,1410.0,2990.0,,
820,Totaal woningen,Berg en Dal,2020,1340.0,3020.0,,
821,Totaal woningen,Berg en Dal,2021,1480.0,3050.0,2650.0,
822,Totaal woningen,Berg en Dal,2022,1090.0,2820.0,2250.0,
823,Totaal woningen,Berg en Dal,2023,960.0,2730.0,1980.0,
824,Totaal woningen,Berg en Dal,2024,940.0,2770.0,1900.0,
825,Totaal woningen,Bergambacht,2010,2100.0,3650.0,,
826,Totaal woningen,Bergambacht,2011,1650.0,3600.0,,
827,Totaal woningen,Bergambacht,2012,1700.0,3450.0,,
